,fileslug,id,sf_abstract,tags,title,link
88,S18-134_device-and-method-to-maintain,240676,Stanford researchers have developed a new system and method to personalize therapy for disease and maintenance of health.  This invention defines digital phenotypes for a ...,,Device and Method to Maintain Health Using Personal Digital Phenotypes,[]
89,S17-203_twisted-string-robotic-finger-for,240668,"Stanford researchers have designed an inexpensive, automated approach to manufacture prosthetic hands based on a sheathed twisted-string actuator (STSA) and the growing assembly method inspired ...",,Twisted-String Robotic Finger for Self-Contained Prosthetic Hands,[]
90,S16-209_robust-automated-machine-learning,240659,"Researchers in Prof. John Dabiri’s laboratory have developed a broadly-applicable, robust clustering algorithm to identify underlying patterns in large, complex dataset without any  a priori ...",Machine learning; Algorithm; ,"Robust, automated machine learning algorithm for unsupervised clustering of complex data","['https://static1.squarespace.com/static/55885cf4e4b04e6344662d6a/t/58517a168419c26f3580818f/1481734683041/ScDa_JFM17.p', 'https://aip.scitation.org/doi/10.1063/1.49938', 'http://arxiv.org/abs/1807.044']"
91,S18-164_visual-rhythm-and-beat-automatic,240658,This invention is an automated method for synchronizing “visual beats” to motion or dance. Visual beats are patterns of motion that can be shifted in ...,,Visual Rhythm and Beat: Automatic Synchronization of visual beats to motion or dance,"['https://doi.org/10.1145/3197517.32013', 'https://doi.org/10.1145/3197517.32013']"
92,S18-358_contrast-agent-imaging-with,240657,Stanford researchers have developed a method that can leverage state-of-the-art techniques that are not clinically feasible to train a neural network to distinguish contrast agents ...,,Contrast agent imaging with ultrasound using artificial intelligence,[]
93,S17-514_decoding-intended-speech-from,240649,Researchers at Stanford University’s Neural Prosthetic Translational Laboratory have developed a brain-machine interface (BMI) that accurately converts neural activity related to speech into what the ...,,Decoding intended speech from neural activity recorded from inside the brain,['http://web.stanford.edu~shenoy/GroupPublications/StaviskyEtAlIEEEEMBC2018.p']
94,S18-012_inverse-design-software-for,240648,"Summary of invention:    This software suite called  Spins , automates the design of arbitrary nanophotonic devices by leveraging gradient-based optimization techniques that can explore a ...",,Inverse design software for nanophotonic structures - Spins,"['https://arxiv.org/abs/1808.076', 'https://doi.org/10.1364/OE.26.00402', 'https://arxiv.org/abs/1709.0880', 'http://dx.doi.org/10.1038/s41598-017-01939-', 'https://www.laserfocusworld.com/articles/print/volume-52/issue-03/features/silicon-photonics-design-approach-to-integrated-photonics-explores-entire-space-of-fabricable-devices.htm', 'http://web.stanford.edu/group/nqp/jv_files/papers/inverse_design_wdm.pd', 'http://web.stanford.edu/group/nqp/jv_files/papers/piggotta_WDMgrating_sr2014.pd', 'http://web.stanford.edu/group/nqp/jv_files/papers/jesse-inverse3D.pd']"
95,S18-019_fully-automated-design-of-grating,240647,Stanford researchers at the Vuckovic Lab have developed a software package for automatically designing grating couplers. A gradient-based optimization approach enables computationally efficient way to ...,,Fully-automated design of grating couplers,"['https://arxiv.org/abs/1808.076', 'https://doi.org/10.1364/OE.26.00402']"
96,S18-225_nir-ii-light-sheet-microscopy,240646,"Researchers at Stanford have developed NIR-II light sheet microscopy (LSM) to enable non-invasive,  in vivo , volumetric imaging through scattering tissues.  LSM is a powerful ...",,NIR-II Light Sheet Microscopy through Scattering Tissues,[]
97,S18-271_non-rigid-image-registration-for,240645,Stanford researchers at the Chu Lab have demonstrated a general and robust framework to implement speckle reduction by spatial compounding (or angle compounding) and frequency ...,,Non-rigid Image Registration for Ultrasound Speckle Reduction,[]
98,S17-280_speckle-suppression-in-ultrasound,240635,"Stanford researchers at the Steven Chu Lab have developed a method and apparatus to optimize speckle suppression in ultrasound imaging, usable for diagnostic purposes.  This ...",Medical ultrasonography; ,Speckle suppression in ultrasound imaging by spectral compounding,['https://ieeexplore.ieee.org/document/841222']
99,S18-125_multiplicative-speckle-reduction-in,240634,Stanford researchers at Prof. Steven Chu’s Lab have presented a combined frequency and angle compounding method that achieves a multiplicative speckle reduction as compared to ...,Medical ultrasonography; ,Multiplicative speckle reduction in ultrasound imaging by combined frequency and angle compounding,[]
100,S17-486_breast-cancer-detection-using-an,240628,"Mammography is the current first-line imaging technique for early breast cancer detection, however, its diagnostic accuracy is limited in women with dense breast tissue. Ultrasound ...",,Breast Cancer Detection using an engineered B7-H3 affibody ligand,[]
101,S11-403_high-performance-gas-sensor-for,240610,"Researchers in Prof. Ronald K. Hanson’s laboratory have developed a non-intrusive gas sensor designed for high performance temperature and species concentration measurements in high pressure, ...",Gas detector; Concentration; Spectroscopy; Plasma processing; Plasma (physics); Wavelength; Modulation; Laser absorption spectrometry; Optics; ,High performance gas sensor for gasification and other harsh environments,['http://link.springer.com/article/10.1007%2Fs00340-012-5286']
102,S14-050_eye-surgery-platform-for-fast,240598,This cost saving surgical platform improves surgical set up time and efficiency during ophthalmic surgical procedures.    Eye surgeries generally require extensive draping the patient with ...,,Eye Surgery Platform for Fast Patient Preparation,['http://www.google.com/patents/WO2014164691A1?cl=']
103,S17-516_rapid-acting-personalized-and,240597,"Stanford researchers have developed a highly effective and rapid-acting robust repetitive transcranial magnetic stimulation (TMS) approach to modulating neural networks (SAINT®). So far, by targeting ...",Transcranial magnetic stimulation; ,Rapid-Acting Personalized and Targeted Neuromodulation Approach,[]
104,S18-270_wnt-agonist-and-antagonists-for,240596,"Researchers at Stanford and their colleagues have developed easily expressed Wnt agonist and antagonists.  Wnts are central mediators of development as they influence cell proliferation, ...",Wnt signaling pathway; Agonist; Cell growth; Cell culture; ,Wnt agonist and antagonists for organoid cultures,[]
105,S17-421_generalized-multi-channel-mri,240589,Multi-channel coil receivers for magnetic resonance imaging (MRI) accelerate the scan for fast imaging. Acceleration is typically achieved by subsampling the data acquisition and leveraging ...,Magnetic resonance imaging; Data acquisition; Artificial neural network; ,Generalized Multi-Channel MRI Reconstruction using Deep Neural Networks,[]
106,S18-227_microfluidic-guillotine-for,240588,Running chemotherapeutic drug screens on tumor biopsies ex vivo has the potential to increase patient survival by personally matching them to the drug which is ...,Chemotherapy; Adhesion; Microfluidics; Spheroid; Extracellular matrix; Wound healing; ,Microfluidic guillotine for splitting cellular structures,"['http://www.pnas.org/content/114/28/7283.lo', 'http://science.sciencemag.org/content/early/2018/05/30/science.aat02']"
107,S11-186_method-for-obtaining-a-sequence-and,240570,"Stanford researchers have developed a method that obtains a sequence, such as a consensus sequence or a haplotype sequence, and allows for accurate reconstruction of ...",DNA; Consensus sequence; Haplotype; Nucleic acid; Amplicon; Fosmid; Bacterial artificial chromosome; Genome project; Metagenomics; ,Method for Obtaining a Sequence and Allowing Assembly of Long DNA Molecules,[]
108,S13-154_scanning-microscope-with-very-large,240568,Researchers in Prof. Mark Schnitzer’s laboratory have developed a two-photon scanning microscope for imaging neural activity in a 2x2mm field of view while maintaining a ...,Scanning probe microscopy; Laser; Neuron; In vivo; Wavelength; Crosstalk (electronics); Confocal laser scanning microscopy; ,Scanning microscope with very large field of view,['https://www.google.com/patents/US20150053870?dq=20150053870&hl=en&sa=X&ved=0ahUKEwighfu6udzKAhWJSiYKHd74Ao8Q6AEIHD']
109,S13-155_robotic-microscopy-system-for,240567,Researchers in Prof. Mark Schnitzer’s laboratory have developed a robotic optical microscopy system which enables users to simultaneously view and record separate areas of a ...,Neuron; Robotic surgery; ,Robotic microscopy system for simultaneously imaging multiple areas of a sample,['https://www.google.com/patents/US20150057550?dq=20150057550&hl=en&sa=X&ved=0ahUKEwiEuqHBu9zKAhWJbSYKHUs2BksQ6AEIHD']
110,S18-073_maximizing-data-capacity-in,240566,Engineers in Prof. Joseph Kahn’s laboratory have developed a robust optimization method to maximize data rates in submarine optical communication systems using existing infrastructure (current ...,Robust optimization; Optical amplifier; Amplifier; Multi-user MIMO; Kerr effect; Optical communication; Multiplexing; Mathematical optimization; Global optimization; Preprint; ,Maximizing data capacity in submarine or other power-limited optical communication systems,['https://arxiv.org/abs/1803.079']
111,S18-177_3d-multi-stack-multi-finger,240565,Stanford researchers at the Saraswat Lab have proposed a new technique for fabricating a pure Germanium Gate All Around (Ge GAA) device in a 3-D ...,Germanium; CMOS; Photolithography; Nanowire; Biosensor; MOSFET; Ultraviolet; ,3D multi-stack multi-finger Germanium Gate All Around (Ge GAA) device architecture,[]
112,S17-284_inhibitors-of-base-excision-repair,240564,Researchers at Stanford have developed small molecule inhibitors of the DNA repair enzyme -oxoguanine DNA glycosylase (OGG1).  DNA damage can be detrimental to cells as ...,Oxoguanine glycosylase; DNA repair; DNA glycosylase; DNA; Genotoxicity; Carcinogenesis; 8-Oxoguanine; Adenine; DNA replication; Mutagen; Inflammation; ,Inhibitors of Base Excision Repair Activity by Enzyme OGG1,[]
113,S16-456_universal-metabolomics-analysis-of,240432,Researchers at Stanford have developed a simplified LC-MS/MS metabolomics analysis method that requires only a single injection to analyze both polar and non-polar molecules with ...,Metabolomics; Mass spectrometry; Elution; ,Universal metabolomics analysis of biological samples by LC-MS/MS,[]
114,S16-030_accommodation-invariant,240427,"Stanford inventors have developed a new approach to tackling the vergence-accommodation conflict, which is a common contributor to discomfort associated with virtual reality setups.  As ...",Virtual reality; Vergence; Visual system; Augmented reality; ,Accommodation-invariant Computational Near-eye Displays,[]
115,S17-285_a-clinical-test-for-early-diagnosis,240426,Stanford inventors have developed an early stage screening method to diagnose abdominal aortic aneurysms (AAA).  AAA is a common cardiovascular disease with high prevalence in ...,Abdominal aortic aneurysm; Cardiovascular disease; Machine learning; Blind experiment; Mutation; ,A clinical test for early diagnosis of abdominal aortic aneurysm,[]
